onset	duration	condition_name	trial_type	stim_name	one_back	train_test	subj_resp	imagert	imagery_scene	imagery_pos
2.100015990436077e-06	12.00150249991566	0	0	Fix	0	0	0	0	0	0
12.001502700033598	2.0015137000009418	0	0	ImgInst	0	0	0	0	0	0
14.00302260008175	1.0010416000150144	0	0	Fix	0	0	0	0	0	0
15.004070200026035	10.001607200014405	0	0	Img	0	0	0	1	3	1
25.00568280008156	2.99581130000297	0	0	Fix	0	0	0	0	0	0
28.00149940000847	2.001470600022003	378089	2	A large clock tower is next to a tree	0	1	0	0	0	0
31.00007180008106	2.0014593999367207	108865	2	A man flying a kite in a blue sky	0	1	0	0	0	0
34.00015900004655	2.001516200019978	466514	1	images\train2017\000000466514.jpg	0	2	0	0	0	0
37.00048000004608	2.0016073000151664	431013	1	images\train2017\000000431013.jpg	0	1	0	0	0	0
40.00012440001592	2.0014531000051647	474315	1	images\train2017\000000474315.jpg	0	1	0	0	0	0
43.00054700009059	2.0015666999388486	443349	1	images\train2017\000000443349.jpg	0	1	0	0	0	0
45.99994550005067	2.0014769999543205	429940	2	a sink and basket in a small bathroom	0	1	0	0	0	0
49.000056600081734	2.0015511999372393	0	0	Fix	0	0	0	0	0	0
52.00028240005486	2.001532300026156	6450	1	images\train2017\000000006450.jpg	0	2	0	0	0	0
55.00038920005318	2.0015467000193894	55514	1	images\train2017\000000055514.jpg	0	1	0	0	0	0
57.99996630009264	2.0015071999514475	262098	2	Two giraffe standing in on display at zoo	0	1	0	0	0	0
61.000467400066555	2.0014328999677673	183210	1	images\train2017\000000183210.jpg	0	2	0	0	0	0
64.00045629998203	2.0014756999444216	90962	1	images\train2017\000000090962.jpg	0	1	0	0	0	0
67.00000810006168	2.00160479999613	18928	2	A girl is eating a pastry at a table	0	1	0	0	0	0
70.00030509999488	2.001460999948904	318108	1	images\train2017\000000318108.jpg	0	2	0	0	0	0
73.00004190008622	2.001494499971159	287387	2	A teddy bear next to a glass of beer	0	1	0	0	0	0
76.00047379999887	2.001478699967265	475317	1	images\train2017\000000475317.jpg	0	1	0	0	0	0
79.0004484000383	2.001575000002049	417965	1	images\train2017\000000417965.jpg	0	1	0	0	0	0
81.99993050005287	2.0014834000030532	0	0	Fix	0	0	0	0	0	0
85.00039649999235	2.0014948999742046	108556	1	images\train2017\000000108556.jpg	0	1	0	0	0	0
88.00039020006079	2.0015569999814034	320234	1	images\train2017\000000320234.jpg	0	1	0	0	0	0
91.0000383000588	2.00162380002439	271844	2	A street of a Chinese town in the afternoon	0	2	0	0	0	0
94.00022540008649	2.00150459993165	97450	2	A man eats a large sandwich on a bread roll	0	1	0	0	0	0
97.00001339998562	2.0015784999122843	496183	2	A young child that is sitting on her bed	0	1	0	0	0	0
100.00033389998134	2.0014725999208167	512289	2	A couple of giraffes standing in some trees	0	2	0	0	0	0
103.00039569998626	2.001516099902801	80789	1	images\train2017\000000080789.jpg	0	1	0	0	0	0
106.00016220007092	2.0015470000216737	183210	2	A herd of sheep are in a grassy area	0	2	0	0	0	0
108.99994810007047	2.001445599948056	372043	2	a man on a surf board surfs a big wave	0	1	0	0	0	0
112.00016579998191	2.0014659999869764	552406	2	Sheep grazing in a field on a farm	0	1	0	0	0	0
115.00047279999126	2.001558499992825	534975	1	images\train2017\000000534975.jpg	0	2	0	0	0	0
118.00001980003435	2.001693299971521	20391	2	Motorcycle parked in a city in the afternoon	0	1	0	0	0	0
120.9998241000576	2.0015152000123635	0	0	Fix	0	0	0	0	0	0
124.00063140003476	2.001453400007449	505655	1	images\train2017\000000505655.jpg	0	2	0	0	0	0
127.00054869998712	2.0015681999502704	374340	1	images\train2017\000000374340.jpg	0	1	0	0	0	0
130.00013190007303	2.0015181000344455	249443	2	a black bench is in front of a window	0	1	0	0	0	0
133.00039649999235	2.001459499937482	553283	1	images\train2017\000000553283.jpg	0	1	0	0	0	0
136.00043800007552	2.0015443000011146	159225	1	images\train2017\000000159225.jpg	0	2	0	0	0	0
139.00000630004797	2.0015496000414714	392879	2	A view of some sky skrapers in San Francisco	0	1	0	0	0	0
142.00043990009	2.0015443000011146	327352	1	images\train2017\000000327352.jpg	0	1	0	0	0	0
144.99997070000973	2.0015241000801325	0	0	Fix	0	0	0	0	0	0
148.00011350004934	2.001602999982424	30276	2	A mug full of pens, pencils, and scissors	0	1	0	0	0	0
150.99996350007132	2.0015241999644786	449826	2	A bedroom with a guitar and rack	0	1	0	0	0	0
154.00049750006292	2.0015613000141457	449826	1	images\train2017\000000449826.jpg	2	0	0	0	0	0
157.00037840008736	2.001507099950686	329151	1	images\train2017\000000329151.jpg	0	1	0	0	0	0
160.0000580000924	2.0014987000031397	353260	2	A lot of cars driving on a packed highway	0	2	0	0	0	0
163.00040060002357	2.0015100000891834	560282	1	images\train2017\000000560282.jpg	0	2	0	0	0	0
165.99997500004247	2.0014957999810576	533979	2	AN ELEPHANT KEPT IN  A YARD AT SOME PLACE	0	1	0	0	0	0
169.00007389998063	2.001501999911852	275995	2	A bald eagle is perched on a tree	0	2	0	0	0	0
172.00003850006033	2.001535400049761	233071	2	Two trains side by side on train tracks	0	1	0	0	0	0
175.00008640007582	2.001564500038512	0	0	Fix	0	0	0	0	0	0
178.00011970009655	2.001531600020826	16113	2	There is a car that is going down the street	0	1	0	0	0	0
181.0003963999916	2.001543499995023	575414	1	images\train2017\000000575414.jpg	0	1	0	0	0	0
184.00035450002179	2.0015185000374913	8170	1	images\train2017\000000008170.jpg	0	1	0	0	0	0
187.00004280009307	2.0024721999652684	420627	2	a stop sign with a sticker attached to it	0	1	0	0	0	0
189.99967749998905	2.0015722999814898	78394	1	images\train2017\000000078394.jpg	0	1	0	0	0	0
192.99996180005837	2.001526499981992	524790	2	A replica of Big Ben next to a public toilet	0	1	0	0	0	0
196.00052270002197	2.0015539000742137	179580	1	images\train2017\000000179580.jpg	0	1	0	0	0	0
199.0002594999969	2.001447999966331	313983	2	A brown horse in front of a white fence	0	1	0	0	0	0
202.0004347000504	2.0015397999668494	131742	1	images\train2017\000000131742.jpg	0	1	0	0	0	0
204.99997850006912	2.001608300022781	439609	2	there is a zebra standing in the grass	0	1	0	0	0	0
208.00041089998558	2.001564299920574	87217	1	images\train2017\000000087217.jpg	0	1	0	0	0	0
210.9999304000521	2.001645299955271	0	0	Fix	0	0	0	0	0	0
213.99990699999034	2.001445999951102	457249	2	a woman is throwing a disk outside in the sun	0	2	0	0	0	0
217.00019350007642	2.0015679999487475	268781	2	A white and brown cat with eyes wide open	0	1	0	0	0	0
219.99990880000405	2.00175679998938	201601	2	A woman stands waiting next to her suitcase	0	2	0	0	0	0
222.99981519998983	2.0015496999258175	180389	2	A small young girl holds an opened umbrella	0	2	0	0	0	0
226.0004352000542	2.0015611000126228	22899	1	images\train2017\000000022899.jpg	0	1	0	0	0	0
229.0000189000275	2.0015536000719294	22899	2	One kite flying and two stuck in a tree	2	0	1	0	0	0
232.0003312000772	2.001501400023699	353993	1	images\train2017\000000353993.jpg	0	1	0	0	0	0
235.00049890007358	2.0016995000187308	353993	1	images\train2017\000000353993.jpg	1	0	1	0	0	0
237.99988480005413	2.001513499999419	79642	2	A group of peacocks trapped in a pen	0	2	0	0	0	0
241.00045480008703	2.001636700006202	79642	1	images\train2017\000000079642.jpg	2	0	1	0	0	0
244.00027240009513	2.001505499938503	499447	1	images\train2017\000000499447.jpg	0	1	0	0	0	0
247.0004126999993	2.001540799974464	385795	1	images\train2017\000000385795.jpg	0	2	0	0	0	0
250.0004373000702	2.001568799954839	385795	1	images\train2017\000000385795.jpg	1	0	1	0	0	0
253.00004990003072	2.0016025999793783	299560	2	A tennis player on the tennis court	0	1	0	0	0	0
255.9999073999934	2.001483800006099	391297	2	a plate that has some pizza on it	0	1	0	0	0	0
259.0000308000017	2.0014807999832556	297198	2	A man skating fast on a skateboard	0	1	0	0	0	0
262.00043970008846	2.001572799985297	297198	1	images\train2017\000000297198.jpg	2	0	0	0	0	0
265.00033340009395	2.0015943999169394	573980	1	images\train2017\000000573980.jpg	0	2	0	0	0	0
268.00037920009345	2.0014859000220895	457249	1	images\train2017\000000457249.jpg	0	2	0	0	0	0
271.0000350000337	2.001557799987495	171086	2	A dessert table with doughnut holes on a rod	0	1	0	0	0	0
274.0003291000612	2.001787399989553	239559	1	images\train2017\000000239559.jpg	0	1	0	0	0	0
277.00023510004394	2.0015185000374913	252018	1	images\train2017\000000252018.jpg	0	2	0	0	0	0
280.0000688000582	2.0015060000587255	211189	2	People are racing motorcycles on a race track	0	2	0	0	0	0
283.0000504000345	2.0015602000057697	495997	2	The guy shows the lady how to use the control	0	1	0	0	0	0
286.0002719000913	2.0015543999616057	83288	1	images\train2017\000000083288.jpg	0	1	0	0	0	0
289.0003633000888	2.0015648999251425	311578	1	images\train2017\000000311578.jpg	0	1	0	0	0	0
292.0003283000551	2.0014881000388414	404233	1	images\train2017\000000404233.jpg	0	1	0	0	0	0
